datetime,trading_date,open,last,high,low,prev_settlement,prev_close,volume,open_interest,total_turnover,limit_up,limit_down,a1,a2,a3,a4,a5,b1,b2,b3,b4,b5,a1_v,a2_v,a3_v,a4_v,a5_v,b1_v,b2_v,b3_v,b4_v,b5_v,change_rate
2024-03-29 21:00:10.000,2024-04-01,531.6,531.46,531.6,531.24,525.98,532.2,295.0,78417.0,156754600.0,557.52,494.42,531.48,531.5,531.52,531.54,531.56,531.44,531.42,531.4,531.38,531.36,3.0,14.0,2.0,1.0,4.0,1.0,3.0,1.0,5.0,4.0,0.0104186470968479
2024-03-29 21:00:10.500,2024-04-01,531.6,531.46,531.6,531.24,525.98,532.2,298.0,78416.0,158349020.0,557.52,494.42,531.5,531.52,531.54,531.56,531.6,531.46,531.44,531.42,531.4,531.38,14.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0104186470968479
2024-03-29 21:00:11.000,2024-04-01,531.6,531.56,531.6,531.24,525.98,532.2,316.0,78431.0,167916220.0,557.52,494.42,531.6,531.62,531.68,531.7,531.74,531.52,531.48,531.46,531.44,531.42,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0106087683942353
2024-03-29 21:00:11.500,2024-04-01,531.6,531.5,531.6,531.24,525.98,532.2,327.0,78435.0,173763220.0,557.52,494.42,531.56,531.58,531.6,531.62,531.64,531.48,531.46,531.44,531.42,531.4,5.0,3.0,3.0,2.0,3.0,3.0,1.0,6.0,2.0,1.0,0.0104946956158027
2024-03-29 21:00:12.000,2024-04-01,531.6,531.6,531.6,531.24,525.98,532.2,334.0,78441.0,177484180.0,557.52,494.42,531.62,531.64,531.68,531.7,531.72,531.54,531.52,531.5,531.48,531.44,2.0,1.0,3.0,2.0,2.0,2.0,2.0,7.0,2.0,4.0,0.0106848169131905
2024-03-29 21:00:12.500,2024-04-01,531.6,531.62,531.62,531.24,525.98,532.2,336.0,78440.0,178547420.0,557.52,494.42,531.7,531.72,531.74,531.76,531.8,531.62,531.58,531.56,531.52,531.5,1.0,3.0,1.0,2.0,1.0,1.0,2.0,8.0,3.0,5.0,0.010722841172668
2024-03-29 21:00:13.000,2024-04-01,531.6,531.64,531.64,531.24,525.98,532.2,339.0,78439.0,180142320.0,557.52,494.42,531.66,531.68,531.7,531.72,531.74,531.56,531.54,531.52,531.5,531.48,7.0,6.0,8.0,2.0,1.0,6.0,1.0,4.0,3.0,51.0,0.0107608654321456
2024-03-29 21:00:13.500,2024-04-01,531.6,531.62,531.64,531.24,525.98,532.2,340.0,78439.0,180673940.0,557.52,494.42,531.66,531.68,531.7,531.72,531.74,531.6,531.58,531.56,531.54,531.52,4.0,4.0,1.0,5.0,1.0,1.0,5.0,5.0,3.0,4.0,0.010722841172668
2024-03-29 21:00:14.000,2024-04-01,531.6,531.62,531.64,531.24,525.98,532.2,340.0,78439.0,180673940.0,557.52,494.42,531.66,531.68,531.72,531.74,531.76,531.62,531.6,531.58,531.56,531.54,1.0,1.0,1.0,1.0,3.0,7.0,1.0,2.0,6.0,3.0,0.010722841172668
2024-03-29 21:00:14.500,2024-04-01,531.6,531.66,531.66,531.24,525.98,532.2,341.0,78439.0,181205600.0,557.52,494.42,531.68,531.72,531.74,531.76,531.8,531.66,531.64,531.62,531.6,531.58,1.0,1.0,1.0,1.0,3.0,6.0,5.0,5.0,3.0,1.0,0.0107988896916231
2024-03-29 21:00:15.000,2024-04-01,531.6,531.66,531.68,531.24,525.98,532.2,352.0,78433.0,187053940.0,557.52,494.42,531.72,531.74,531.76,531.8,531.88,531.7,531.66,531.62,531.6,531.56,2.0,1.0,1.0,4.0,1.0,1.0,48.0,2.0,4.0,8.0,0.0107988896916231
2024-03-29 21:00:15.500,2024-04-01,531.6,531.68,531.74,531.24,525.98,532.2,361.0,78432.0,191839320.0,557.52,494.42,531.8,531.84,531.88,531.92,531.96,531.7,531.66,531.64,531.62,531.6,2.0,4.0,2.0,1.0,1.0,1.0,52.0,3.0,2.0,5.0,0.0108369139511006
2024-03-29 21:00:16.000,2024-04-01,531.6,531.7,531.74,531.24,525.98,532.2,363.0,78431.0,192902720.0,557.52,494.42,531.74,531.76,531.78,531.8,531.84,531.68,531.66,531.64,531.62,531.6,8.0,1.0,7.0,3.0,4.0,4.0,51.0,5.0,1.0,3.0,0.0108749382105783
2024-03-29 21:00:16.500,2024-04-01,531.6,531.68,531.74,531.24,525.98,532.2,367.0,78427.0,195029500.0,557.52,494.42,531.72,531.74,531.76,531.78,531.8,531.68,531.66,531.64,531.62,531.6,1.0,1.0,1.0,3.0,14.0,2.0,51.0,2.0,1.0,4.0,0.0108369139511006
2024-03-29 21:00:17.000,2024-04-01,531.6,531.7,531.74,531.24,525.98,532.2,375.0,78426.0,199282860.0,557.52,494.42,531.72,531.76,531.78,531.8,531.82,531.66,531.64,531.62,531.6,531.56,5.0,3.0,2.0,7.0,1.0,46.0,2.0,1.0,3.0,2.0,0.0108749382105783
2024-03-29 21:00:17.500,2024-04-01,531.6,531.7,531.74,531.24,525.98,532.2,378.0,78424.0,200877960.0,557.52,494.42,531.7,531.72,531.76,531.78,531.8,531.66,531.64,531.62,531.6,531.56,4.0,3.0,2.0,2.0,9.0,45.0,1.0,1.0,4.0,4.0,0.0108749382105783
2024-03-29 21:00:18.000,2024-04-01,531.6,531.72,531.74,531.24,525.98,532.2,438.0,78469.0,232778220.0,557.52,494.42,531.76,531.78,531.8,531.82,531.84,531.74,531.64,531.62,531.6,531.56,6.0,2.0,7.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,0.0109129624700559
2024-03-29 21:00:18.500,2024-04-01,531.6,531.68,531.74,531.24,525.98,532.2,442.0,78469.0,234905020.0,557.52,494.42,531.7,531.72,531.74,531.76,531.78,531.68,531.64,531.62,531.6,531.58,3.0,6.0,34.0,10.0,1.0,48.0,2.0,1.0,4.0,3.0,0.0108369139511006
2024-03-29 21:00:19.000,2024-04-01,531.6,531.7,531.74,531.24,525.98,532.2,495.0,78496.0,263084120.0,557.52,494.42,531.7,531.72,531.74,531.76,531.8,531.64,531.62,531.6,531.56,531.54,1.0,3.0,14.0,12.0,8.0,1.0,1.0,3.0,4.0,4.0,0.0108749382105783
2024-03-29 21:00:19.500,2024-04-01,531.6,531.64,531.74,531.24,525.98,532.2,498.0,78494.0,264679060.0,557.52,494.42,531.64,531.68,531.7,531.72,531.74,531.62,531.6,531.56,531.54,531.52,2.0,3.0,5.0,2.0,7.0,1.0,4.0,5.0,4.0,2.0,0.0107608654321456
2024-03-29 21:00:20.000,2024-04-01,531.6,531.62,531.74,531.24,525.98,532.2,500.0,78492.0,265742300.0,557.52,494.42,531.64,531.68,531.7,531.72,531.74,531.56,531.54,531.52,531.5,531.48,1.0,2.0,8.0,3.0,7.0,2.0,4.0,4.0,2.0,1.0,0.010722841172668
2024-03-29 21:00:20.500,2024-04-01,531.6,531.64,531.74,531.24,525.98,532.2,508.0,78489.0,269995340.0,557.52,494.42,531.68,531.7,531.72,531.74,531.76,531.64,531.58,531.56,531.54,531.52,5.0,3.0,6.0,7.0,10.0,2.0,8.0,6.0,1.0,1.0,0.0107608654321456
2024-03-29 21:00:21.000,2024-04-01,531.6,531.64,531.74,531.24,525.98,532.2,511.0,78489.0,271590260.0,557.52,494.42,531.64,531.66,531.68,531.7,531.72,531.58,531.56,531.54,531.52,531.5,7.0,8.0,11.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,0.0107608654321456
2024-03-29 21:00:21.500,2024-04-01,531.6,531.64,531.74,531.24,525.98,532.2,511.0,78489.0,271590260.0,557.52,494.42,531.62,531.64,531.66,531.68,531.7,531.6,531.56,531.54,531.52,531.5,1.0,5.0,5.0,6.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0107608654321456
2024-03-29 21:00:22.000,2024-04-01,531.6,531.6,531.74,531.24,525.98,532.2,512.0,78489.0,272121860.0,557.52,494.42,531.6,531.62,531.66,531.68,531.7,531.56,531.54,531.52,531.5,531.48,2.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,5.0,0.0106848169131905
2024-03-29 21:00:22.500,2024-04-01,531.6,531.6,531.74,531.24,525.98,532.2,513.0,78490.0,272653460.0,557.52,494.42,531.6,531.66,531.68,531.7,531.72,531.56,531.54,531.52,531.5,531.48,2.0,3.0,3.0,3.0,6.0,2.0,1.0,1.0,2.0,5.0,0.0106848169131905
2024-03-29 21:00:23.000,2024-04-01,531.6,531.6,531.74,531.24,525.98,532.2,514.0,78490.0,273185060.0,557.52,494.42,531.6,531.64,531.66,531.68,531.7,531.56,531.54,531.52,531.5,531.48,1.0,10.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,5.0,0.0106848169131905
2024-03-29 21:00:23.500,2024-04-01,531.6,531.6,531.74,531.24,525.98,532.2,514.0,78490.0,273185060.0,557.52,494.42,531.6,531.64,531.66,531.68,531.7,531.56,531.52,531.5,531.48,531.46,1.0,10.0,3.0,6.0,3.0,2.0,1.0,2.0,5.0,1.0,0.0106848169131905
2024-03-29 21:00:24.000,2024-04-01,531.6,531.6,531.74,531.24,525.98,532.2,514.0,78490.0,273185060.0,557.52,494.42,531.6,531.64,531.66,531.68,531.7,531.56,531.52,531.5,531.48,531.46,1.0,10.0,3.0,5.0,3.0,3.0,1.0,2.0,5.0,1.0,0.0106848169131905
2024-03-29 21:00:24.500,2024-04-01,531.6,531.52,531.74,531.24,525.98,532.2,517.0,78488.0,274779700.0,557.52,494.42,531.52,531.6,531.64,531.66,531.68,531.5,531.48,531.46,531.44,531.42,19.0,2.0,10.0,3.0,5.0,2.0,5.0,1.0,1.0,13.0,0.0105327198752802
2024-03-29 21:00:25.000,2024-04-01,531.6,531.52,531.74,531.24,525.98,532.2,537.0,78470.0,285410100.0,557.52,494.42,531.56,531.6,531.64,531.66,531.68,531.54,531.52,531.5,531.48,531.46,1.0,2.0,14.0,3.0,4.0,1.0,9.0,9.0,1.0,1.0,0.0105327198752802
2024-03-29 21:00:25.500,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,551.0,78470.0,292851400.0,557.52,494.42,531.6,531.64,531.66,531.68,531.7,531.5,531.48,531.46,531.44,531.42,1.0,13.0,3.0,7.0,3.0,1.0,1.0,1.0,5.0,13.0,0.0104946956158027
2024-03-29 21:00:26.000,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,551.0,78470.0,292851400.0,557.52,494.42,531.56,531.58,531.6,531.64,531.66,531.5,531.48,531.46,531.44,531.42,6.0,5.0,3.0,15.0,2.0,4.0,1.0,1.0,5.0,13.0,0.0104946956158027
2024-03-29 21:00:26.500,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,551.0,78470.0,292851400.0,557.52,494.42,531.54,531.56,531.58,531.6,531.64,531.5,531.46,531.44,531.42,531.4,1.0,6.0,4.0,3.0,15.0,4.0,1.0,5.0,13.0,2.0,0.0104946956158027
2024-03-29 21:00:27.000,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,552.0,78470.0,293382900.0,557.52,494.42,531.54,531.58,531.6,531.64,531.66,531.5,531.46,531.44,531.42,531.4,1.0,4.0,3.0,16.0,1.0,4.0,1.0,5.0,13.0,2.0,0.0104946956158027
2024-03-29 21:00:27.500,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,556.0,78472.0,295508900.0,557.52,494.42,531.54,531.58,531.6,531.64,531.66,531.44,531.42,531.4,531.38,531.36,3.0,4.0,3.0,16.0,1.0,4.0,13.0,2.0,11.0,7.0,0.0104946956158027
2024-03-29 21:00:28.000,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,556.0,78472.0,295508900.0,557.52,494.42,531.54,531.58,531.6,531.64,531.66,531.48,531.46,531.44,531.42,531.4,3.0,4.0,5.0,16.0,1.0,12.0,6.0,6.0,13.0,2.0,0.0104946956158027
2024-03-29 21:00:28.500,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,556.0,78472.0,295508900.0,557.52,494.42,531.54,531.58,531.6,531.64,531.66,531.48,531.46,531.44,531.42,531.4,3.0,4.0,3.0,16.0,1.0,7.0,3.0,8.0,13.0,2.0,0.0104946956158027
2024-03-29 21:00:29.000,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,556.0,78472.0,295508900.0,557.52,494.42,531.54,531.58,531.6,531.64,531.66,531.5,531.48,531.46,531.44,531.42,3.0,4.0,3.0,16.0,1.0,2.0,12.0,3.0,6.0,13.0,0.0104946956158027
2024-03-29 21:00:29.500,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,556.0,78472.0,295508900.0,557.52,494.42,531.54,531.58,531.6,531.64,531.66,531.48,531.46,531.44,531.42,531.4,3.0,5.0,5.0,16.0,1.0,1.0,3.0,6.0,13.0,2.0,0.0104946956158027
2024-03-29 21:00:30.000,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,556.0,78472.0,295508900.0,557.52,494.42,531.5,531.52,531.54,531.58,531.6,531.48,531.46,531.44,531.42,531.4,1.0,1.0,3.0,5.0,5.0,2.0,4.0,6.0,13.0,3.0,0.0104946956158027
2024-03-29 21:00:30.500,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,559.0,78471.0,297103400.0,557.52,494.42,531.52,531.54,531.56,531.58,531.6,531.5,531.48,531.46,531.44,531.42,1.0,1.0,1.0,5.0,7.0,5.0,4.0,3.0,5.0,13.0,0.0104946956158027
2024-03-29 21:00:31.000,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,560.0,78471.0,297634900.0,557.52,494.42,531.52,531.58,531.6,531.64,531.66,531.48,531.46,531.44,531.42,531.4,2.0,5.0,5.0,15.0,1.0,2.0,3.0,4.0,13.0,5.0,0.0104946956158027
2024-03-29 21:00:31.500,2024-04-01,531.6,531.5,531.74,531.24,525.98,532.2,560.0,78471.0,297634900.0,557.52,494.42,531.52,531.58,531.6,531.64,531.66,531.5,531.48,531.46,531.44,531.42,2.0,5.0,5.0,15.0,1.0,1.0,2.0,3.0,4.0,13.0,0.0104946956158027
2024-03-29 21:00:32.000,2024-04-01,531.6,531.52,531.74,531.24,525.98,532.2,562.0,78470.0,298697940.0,557.52,494.42,531.58,531.6,531.64,531.66,531.68,531.52,531.5,531.48,531.46,531.44,5.0,5.0,15.0,1.0,1.0,3.0,2.0,2.0,1.0,6.0,0.0105327198752802
2024-03-29 21:00:32.500,2024-04-01,531.6,531.58,531.74,531.24,525.98,532.2,563.0,78470.0,299229520.0,557.52,494.42,531.58,531.6,531.64,531.66,531.68,531.52,531.5,531.48,531.46,531.44,5.0,2.0,12.0,1.0,5.0,5.0,3.0,5.0,1.0,8.0,0.010646792653713
2024-03-29 21:00:33.000,2024-04-01,531.6,531.54,531.74,531.24,525.98,532.2,573.0,78463.0,304545240.0,557.52,494.42,531.64,531.66,531.68,531.7,531.72,531.54,531.52,531.5,531.48,531.46,12.0,1.0,5.0,3.0,2.0,9.0,7.0,2.0,6.0,2.0,0.0105707441347577
2024-03-29 21:00:33.500,2024-04-01,531.6,531.54,531.74,531.24,525.98,532.2,573.0,78463.0,304545240.0,557.52,494.42,531.62,531.64,531.66,531.68,531.7,531.58,531.56,531.54,531.52,531.5,1.0,11.0,1.0,4.0,3.0,1.0,1.0,9.0,9.0,2.0,0.0105707441347577
2024-03-29 21:00:34.000,2024-04-01,531.6,531.54,531.74,531.24,525.98,532.2,573.0,78463.0,304545240.0,557.52,494.42,531.64,531.66,531.68,531.7,531.72,531.58,531.56,531.54,531.52,531.5,11.0,1.0,4.0,3.0,4.0,4.0,2.0,20.0,5.0,2.0,0.0105707441347577
2024-03-29 21:00:34.500,2024-04-01,531.6,531.62,531.74,531.24,525.98,532.2,574.0,78464.0,305076860.0,557.52,494.42,531.64,531.66,531.68,531.7,531.72,531.6,531.58,531.56,531.54,531.52,11.0,1.0,4.0,3.0,4.0,1.0,3.0,2.0,19.0,5.0,0.010722841172668
2024-03-29 21:00:35.000,2024-04-01,531.6,531.62,531.74,531.24,525.98,532.2,574.0,78464.0,305076860.0,557.52,494.42,531.64,531.66,531.68,531.7,531.72,531.6,531.58,531.56,531.54,531.52,11.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0,19.0,5.0,0.010722841172668
2024-03-29 21:00:35.500,2024-04-01,531.6,531.62,531.74,531.24,525.98,532.2,574.0,78464.0,305076860.0,557.52,494.42,531.64,531.66,531.68,531.7,531.72,531.6,531.58,531.54,531.52,531.5,11.0,1.0,2.0,3.0,5.0,3.0,2.0,19.0,6.0,2.0,0.010722841172668
2024-03-29 21:00:36.500,2024-04-01,531.6,531.6,531.74,531.24,525.98,532.2,576.0,78462.0,306140060.0,557.52,494.42,531.6,531.64,531.66,531.68,531.7,531.58,531.54,531.52,531.5,531.48,3.0,11.0,1.0,4.0,3.0,2.0,19.0,6.0,2.0,7.0,0.0106848169131905
2024-03-29 21:00:37.000,2024-04-01,531.6,531.6,531.74,531.24,525.98,532.2,579.0,78460.0,307734860.0,557.52,494.42,531.64,531.66,531.68,531.7,531.72,531.6,531.58,531.54,531.52,531.5,11.0,1.0,2.0,3.0,5.0,10.0,4.0,19.0,5.0,2.0,0.0106848169131905
2024-03-29 21:00:37.500,2024-04-01,531.6,531.64,531.74,531.24,525.98,532.2,590.0,78450.0,313582900.0,557.52,494.42,531.66,531.68,531.7,531.72,531.74,531.62,531.6,531.58,531.56,531.54,1.0,1.0,3.0,4.0,3.0,1.0,13.0,6.0,4.0,15.0,0.0107608654321456
2024-03-29 21:00:38.000,2024-04-01,531.6,531.66,531.74,531.24,525.98,532.2,591.0,78450.0,314114560.0,557.52,494.42,531.68,531.7,531.72,531.74,531.76,531.66,531.62,531.6,531.58,531.56,1.0,3.0,4.0,3.0,10.0,39.0,3.0,8.0,6.0,4.0,0.0107988896916231
2024-03-29 21:00:38.500,2024-04-01,531.6,531.66,531.74,531.24,525.98,532.2,621.0,78430.0,330064360.0,557.52,494.42,531.68,531.7,531.72,531.74,531.76,531.66,531.62,531.6,531.58,531.56,1.0,3.0,2.0,3.0,11.0,10.0,3.0,7.0,6.0,6.0,0.0107988896916231
2024-03-29 21:00:39.000,2024-04-01,531.6,531.68,531.74,531.24,525.98,532.2,622.0,78429.0,330596040.0,557.52,494.42,531.72,531.74,531.76,531.78,531.8,531.66,531.62,531.6,531.58,531.56,3.0,3.0,8.0,2.0,4.0,11.0,3.0,7.0,6.0,5.0,0.0108369139511006
2024-03-29 21:00:39.500,2024-04-01,531.6,531.66,531.74,531.24,525.98,532.2,625.0,78430.0,332191040.0,557.52,494.42,531.7,531.72,531.74,531.76,531.78,531.66,531.62,531.6,531.58,531.56,8.0,2.0,3.0,7.0,2.0,10.0,2.0,7.0,6.0,6.0,0.0107988896916231
2024-03-29 21:00:40.500,2024-04-01,531.6,531.7,531.74,531.24,525.98,532.2,626.0,78430.0,332722740.0,557.52,494.42,531.7,531.72,531.74,531.76,531.78,531.66,531.62,531.6,531.58,531.56,7.0,2.0,3.0,7.0,2.0,9.0,2.0,7.0,6.0,6.0,0.0108749382105783
2024-03-29 21:00:41.000,2024-04-01,531.6,531.7,531.74,531.24,525.98,532.2,626.0,78430.0,332722740.0,557.52,494.42,531.7,531.72,531.74,531.76,531.78,531.66,531.62,531.6,531.58,531.56,7.0,2.0,3.0,7.0,2.0,11.0,2.0,7.0,6.0,6.0,0.0108749382105783
2024-03-29 21:00:41.500,2024-04-01,531.6,531.7,531.74,531.24,525.98,532.2,626.0,78430.0,332722740.0,557.52,494.42,531.7,531.72,531.74,531.76,531.78,531.66,531.62,531.6,531.58,531.56,2.0,2.0,3.0,7.0,1.0,12.0,2.0,7.0,6.0,6.0,0.0108749382105783
2024-03-29 21:00:42.000,2024-04-01,531.6,531.7,531.74,531.24,525.98,532.2,626.0,78430.0,332722740.0,557.52,494.42,531.72,531.74,531.76,531.78,531.8,531.68,531.66,531.62,531.6,531.58,2.0,2.0,5.0,1.0,7.0,1.0,12.0,2.0,7.0,6.0,0.0108749382105783
2024-03-29 21:00:42.500,2024-04-01,531.6,531.72,531.74,531.24,525.98,532.2,628.0,78428.0,333786180.0,557.52,494.42,531.74,531.76,531.78,531.8,531.82,531.68,531.66,531.62,531.6,531.58,2.0,5.0,1.0,8.0,1.0,1.0,11.0,2.0,7.0,6.0,0.0109129624700559
2024-03-29 21:00:43.000,2024-04-01,531.6,531.72,531.74,531.24,525.98,532.2,628.0,78428.0,333786180.0,557.52,494.42,531.7,531.72,531.74,531.76,531.78,531.68,531.66,531.64,531.62,531.6,1.0,5.0,2.0,5.0,1.0,3.0,11.0,2.0,2.0,8.0,0.0109129624700559
2024-03-29 21:00:43.500,2024-04-01,531.6,531.7,531.74,531.24,525.98,532.2,629.0,78429.0,334317880.0,557.52,494.42,531.72,531.74,531.76,531.78,531.8,531.7,531.68,531.66,531.64,531.62,1.0,2.0,5.0,1.0,8.0,2.0,3.0,10.0,2.0,2.0,0.0108749382105783
